	roll	pitch	yaw	gx	gy	gz	ax	ay	az		diff x	diff y	diff z			
759	-0.2	0.4	29.4	-7.16	-4.1	999.97	-12.21	0.73	1003.19		-5.05	4.83	3.22			
760	-0.2	0.4	29.4	-7.16	-4.1	999.97	-12.21	0.73	1003.19		-5.05	4.83	3.22			
761	-0.2	0.4	29.4	-7.07	-4.07	999.97	-6.1	-10.5	1003.44		0.97	-6.43	3.47			
762	-0.2	0.4	29.4	-7.14	-4.18	999.97	-6.1	-10.5	1003.44		1.04	-6.32	3.47			
763	-0.2	0.4	29.4	-7.14	-4.18	999.97	-7.08	-7.81	999.78		0.06	-3.63	-0.19			
764	-0.2	0.4	29.5	-7.15	-4.18	999.97	-1.95	-0.98	1002.22		5.2	3.2	2.25			
765	-0.2	0.4	29.5	-7.15	-4.18	999.97	-1.95	-0.98	1002.22		5.2	3.2	2.25			
766	-0.2	0.4	29.5	-7.15	-4.18	999.97	-9.52	-4.64	1003.93		-2.37	-0.46	3.96			
767	-0.3	0.4	29.5	-7.26	-4.37	999.96	-7.57	-1.46	1001		-0.31	2.91	1.04			
768	-0.3	0.4	29.5	-7.24	-4.41	999.96	-7.57	-1.46	1001		-0.33	2.95	1.04			
769	-0.3	0.4	29.5	-7.29	-4.41	999.96	-8.3	-6.84	999.78		-1.01	-2.43	-0.18			
770	-0.3	0.4	29.5	-7.29	-4.41	999.96	-8.3	-6.84	999.78		-1.01	-2.43	-0.18			
771	-0.3	0.4	29.5	-7.29	-4.41	999.96	-11.47	-5.37	1003.44		-4.18	-0.96	3.48			
772	-0.2	0.4	29.5	-7.46	-4.33	999.96	-8.06	-5.62	1003.19		-0.6	-1.29	3.23			
773	-0.2	0.4	29.5	-7.46	-4.33	999.96	-8.06	-5.62	1003.19		-0.6	-1.29	3.23			
774	-0.2	0.4	29.5	-7.48	-4.3	999.96	-6.84	-4.39	1003.68		0.64	-0.09	3.72			
775	-0.2	0.4	29.5	-7.49	-4.29	999.96	-15.38	-4.15	1002.46		-7.89	0.14	2.5			
776	-0.2	0.4	29.5	-7.49	-4.29	999.96	-15.38	-4.15	1002.46		-7.89	0.14	2.5			
777	-0.2	0.4	29.5	-7.44	-4.34	999.96	-5.37	-4.15	1000.26		2.07	0.19	0.3			
778	-0.2	0.4	29.5	-7.44	-4.34	999.96	-5.37	-4.15	1000.26		2.07	0.19	0.3			
779	-0.2	0.4	29.5	-7.44	-4.34	999.96	-8.54	-2.93	1001.97		-1.1	1.41	2.01			
780	-0.2	0.4	29.5	-7.47	-4.32	999.96	-3.91	-5.13	1005.88		3.56	-0.81	5.92			
781	-0.3	0.4	29.5	-7.53	-4.49	999.96	-3.91	-5.13	1005.88		3.62	-0.64	5.92			
782	-0.3	0.4	29.5	-7.53	-4.49	999.96	-9.52	-4.39	1005.88		-1.99	0.1	5.92			
783	-0.3	0.4	29.5	-7.59	-4.53	999.96	-12.21	-7.81	1000.02		-4.62	-3.28	0.06			
784	-0.3	0.4	29.5	-7.59	-4.53	999.96	-12.21	-7.81	1000.02		-4.62	-3.28	0.06			
785	-0.3	0.4	29.5	-7.61	-4.52	999.96	-9.77	-2.2	1008.81		-2.16	2.32	8.85			
786	-0.3	0.4	29.5	-7.57	-4.54	999.96	-9.77	-2.2	1008.81		-2.2	2.34	8.85			
787	-0.3	0.4	29.5	-7.57	-4.54	999.96	-8.3	0.49	1003.68		-0.73	5.03	3.72			
788	-0.3	0.4	29.5	-7.57	-4.55	999.96	-4.64	-3.91	999.29		2.93	0.64	-0.67			
789	-0.3	0.4	29.5	-7.57	-4.55	999.96	-4.64	-3.91	999.29		2.93	0.64	-0.67			
790	-0.3	0.4	29.5	-7.57	-4.55	999.96	-4.88	-10.25	1005.15		2.69	-5.7	5.19			
791	-0.3	0.4	29.5	-7.6	-4.57	999.96	-7.81	-5.13	1002.71		-0.21	-0.56	2.75			
792	-0.3	0.4	29.5	-7.62	-4.61	999.96	-7.81	-5.13	1002.71		-0.19	-0.52	2.75			
793	-0.3	0.4	29.5	-7.62	-4.61	999.96	-3.91	-2.93	1006.86		3.71	1.68	6.9			
794	-0.3	0.4	29.5	-7.58	-4.74	999.96	-9.52	-5.13	1001.73		-1.94	-0.39	1.77			
795	-0.3	0.4	29.5	-7.58	-4.74	999.96	-9.52	-5.13	1001.73		-1.94	-0.39	1.77			
796	-0.3	0.4	29.5	-7.61	-4.82	999.96	-11.47	-2.69	1003.68		-3.86	2.13	3.72			
797	-0.3	0.4	29.5	-7.61	-4.82	999.96	-11.47	-2.69	1003.68		-3.86	2.13	3.72			
798	-0.3	0.4	29.5	-7.79	-4.71	999.96	-6.59	-3.42	1001.24		1.2	1.29	1.28			
799	-0.3	0.4	29.4	-7.75	-4.61	999.96	-10.25	-9.28	1004.9		-2.5	-4.67	4.94			
800	-0.3	0.4	29.4	-7.75	-4.61	999.96	-10.25	-9.28	1004.9		-2.5	-4.67	4.94			
801	-0.3	0.4	29.4	-7.75	-4.61	999.96	-8.06	-3.42	1002.46		-0.31	1.19	2.5			
802	-0.3	0.5	29.4	-7.87	-4.71	999.96	-11.47	-1.46	1001.97		-3.6	3.25	2.01			
803	-0.3	0.5	29.4	-7.92	-4.71	999.96	-11.47	-1.46	1001.97		-3.55	3.25	2.01			
804	-0.3	0.5	29.4	-7.99	-4.64	999.96	-9.52	0	1002.71		-1.53	4.64	2.75			
805	-0.3	0.5	29.4	-7.99	-4.64	999.96	-9.52	0	1002.71		-1.53	4.64	2.75			
806	-0.3	0.5	29.4	-7.99	-4.64	999.96	-11.96	-6.59	1005.15		-3.97	-1.95	5.19			
807	-0.3	0.5	29.4	-8.01	-4.68	999.96	-12.7	-5.13	1007.1		-4.69	-0.45	7.14			
808	-0.3	0.5	29.4	-8.01	-4.68	999.96	-12.7	-5.13	1007.1		-4.69	-0.45	7.14			
809	-0.3	0.5	29.4	-8.01	-4.68	999.96	-11.72	-3.91	1006.37		-3.71	0.77	6.41			
810	-0.3	0.5	29.4	-8.05	-4.51	999.96	-11.47	-3.66	1006.86		-3.42	0.85	6.9			
811	-0.3	0.5	29.4	-8.05	-4.5	999.96	-11.47	-3.66	1006.86		-3.42	0.84	6.9			
812	-0.3	0.5	29.4	-8.03	-4.53	999.96	-7.57	-6.35	1003.44		0.46	-1.82	3.48			
813	-0.3	0.5	29.4	-8.03	-4.53	999.96	-7.57	-6.35	1003.44		0.46	-1.82	3.48			
814	-0.3	0.5	29.4	-8.03	-4.53	999.96	-7.81	-3.17	1004.41		0.22	1.36	4.45			
815	-0.3	0.5	29.4	-8.1	-4.46	999.96	-13.18	-9.03	1004.66		-5.08	-4.57	4.7			
816	-0.3	0.5	29.4	-8.13	-4.5	999.96	-13.18	-9.03	1004.66		-5.05	-4.53	4.7			
817	-0.3	0.5	29.4	-8.13	-4.5	999.96	-9.77	-3.66	1003.93		-1.64	0.84	3.97			
818	-0.3	0.5	29.4	-8.14	-4.47	999.96	-11.72	-8.06	1009.3		-3.58	-3.59	9.34			
819	-0.3	0.5	29.4	-8.14	-4.47	999.96	-11.72	-8.06	1009.3		-3.58	-3.59	9.34			
820	-0.3	0.5	29.4	-8.27	-4.51	999.96	-3.91	-3.66	1001.48		4.36	0.85	1.52			
821	-0.3	0.5	29.4	-8.27	-4.51	999.96	-3.91	-3.66	1001.48		4.36	0.85	1.52			
822	-0.3	0.5	29.4	-8.24	-4.51	999.96	-10.74	-5.62	1006.12		-2.5	-1.11	6.16			
823	-0.3	0.5	29.4	-8.26	-4.43	999.96	-10.5	-5.37	1004.66		-2.24	-0.94	4.7			
824	-0.3	0.5	29.4	-8.26	-4.43	999.96	-10.5	-5.37	1004.66		-2.24	-0.94	4.7			
825	-0.3	0.5	29.4	-8.26	-4.43	999.96	-7.32	-6.1	1001.73		0.94	-1.67	1.77			
826	-0.3	0.5	29.3	-8.23	-4.54	999.96	-9.77	-1.22	1002.46		-1.54	3.32	2.5			
827	-0.3	0.5	29.3	-8.23	-4.54	999.96	-9.77	-1.22	1002.46		-1.54	3.32	2.5			
828	-0.3	0.5	29.4	-8.2	-4.56	999.96	-11.23	-3.17	1007.59		-3.03	1.39	7.63			
829	-0.3	0.5	29.4	-8.24	-4.53	999.96	-11.23	-3.17	1007.59		-2.99	1.36	7.63			
830	-0.3	0.5	29.4	-8.24	-4.53	999.96	-10.25	-7.32	1011.25		-2.01	-2.79	11.29			
831	-0.3	0.5	29.3	-8.26	-4.5	999.96	-7.57	-6.1	1001.24		0.69	-1.6	1.28			
832	-0.3	0.5	29.3	-8.26	-4.5	999.96	-7.57	-6.1	1001.24		0.69	-1.6	1.28			
833	-0.3	0.5	29.3	-8.26	-4.5	999.96	-9.03	-6.84	1001.48		-0.77	-2.34	1.52			
834	-0.3	0.5	29.4	-8.13	-4.63	999.96	-8.54	-0.98	1006.12		-0.41	3.65	6.16			
835	-0.3	0.5	29.4	-8.1	-4.8	999.96	-8.54	-0.98	1006.12		-0.44	3.82	6.16			
836	-0.3	0.5	29.4	-8.16	-4.72	999.96	-3.91	-5.62	1000.75		4.25	-0.9	0.79			
837	-0.3	0.5	29.4	-8.16	-4.72	999.96	-3.91	-5.62	1000.75		4.25	-0.9	0.79			
838	-0.3	0.5	29.4	-8.16	-4.72	999.96	-11.72	-3.17	1006.37		-3.56	1.55	6.41			
839	-0.3	0.5	29.4	-8.22	-4.76	999.95	-7.32	-5.86	1000.75		0.9	-1.1	0.8			
840	-0.3	0.5	29.4	-8.2	-4.75	999.96	-7.32	-5.86	1000.75		0.88	-1.11	0.79			
841	-0.3	0.5	29.4	-8.2	-4.75	999.96	-10.99	-5.13	1008.08		-2.79	-0.38	8.12			
842	-0.3	0.5	29.4	-8.15	-4.86	999.96	-10.74	-4.88	1002.46		-2.59	-0.02	2.5			
843	-0.3	0.5	29.4	-8.15	-4.86	999.96	-10.74	-4.88	1002.46		-2.59	-0.02	2.5			
844	-0.3	0.5	29.4	-8.15	-4.91	999.95	-7.81	-9.52	1005.88		0.34	-4.61	5.93			
845	-0.3	0.5	29.4	-8.15	-4.91	999.95	-7.81	-9.52	1005.88		0.34	-4.61	5.93			
846	-0.3	0.5	29.4	-8.14	-4.87	999.96	-5.13	-1.95	1006.86		3.01	2.92	6.9			
847	-0.3	0.5	29.4	-8.01	-4.77	999.96	-8.3	-9.03	1004.17		-0.29	-4.26	4.21			
848	-0.3	0.5	29.4	-8.01	-4.77	999.96	-8.3	-9.03	1004.17		-0.29	-4.26	4.21			
849	-0.3	0.5	29.4	-8.01	-4.77	999.96	-10.01	-2.93	1002.46		-2	1.84	2.5			
850	-0.3	0.5	29.4	-8	-4.73	999.96	-2.44	-10.5	1004.66		5.56	-5.77	4.7			
851	-0.3	0.5	29.4	-8	-4.73	999.96	-2.44	-10.5	1004.66		5.56	-5.77	4.7			
852	-0.3	0.5	29.4	-8.02	-4.75	999.96	-10.5	-4.88	1002.22		-2.48	-0.13	2.26			
853	-0.3	0.5	29.4	-8.01	-4.74	999.96	-10.5	-4.88	1002.22		-2.49	-0.14	2.26			
854	-0.3	0.5	29.4	-8.01	-4.74	999.96	-9.03	-0.24	1007.1		-1.02	4.5	7.14			
855	-0.3	0.5	29.4	-8.04	-4.56	999.96	-10.99	-5.86	1005.39		-2.95	-1.3	5.43			
856	-0.3	0.5	29.4	-8.04	-4.56	999.96	-10.99	-5.86	1005.39		-2.95	-1.3	5.43			
857	-0.3	0.5	29.4	-8.04	-4.56	999.96	-4.88	-3.66	1004.66		3.16	0.9	4.7			
858	-0.3	0.5	29.4	-8.02	-4.56	999.96	-5.13	-6.1	1008.81		2.89	-1.54	8.85			
859	-0.3	0.5	29.4	-8.05	-4.59	999.96	-5.13	-6.1	1008.81		2.92	-1.51	8.85			
860	-0.3	0.5	29.4	-8.1	-4.57	999.96	-8.3	-0.49	999.53		-0.2	4.08	-0.43			
861	-0.3	0.5	29.4	-8.1	-4.57	999.96	-8.3	-0.49	999.53		-0.2	4.08	-0.43			
862	-0.3	0.5	29.4	-8.1	-4.57	999.96	-6.59	-1.71	1001.73		1.51	2.86	1.77			
863	-0.3	0.5	29.4	-8.18	-4.58	999.96	-5.86	-4.88	1004.9		2.32	-0.3	4.94			
864	-0.3	0.5	29.4	-8.18	-4.61	999.96	-5.86	-4.88	1004.9		2.32	-0.27	4.94			
865	-0.3	0.5	29.4	-8.18	-4.61	999.96	-10.5	-5.86	1002.71		-2.32	-1.25	2.75			
866	-0.3	0.5	29.4	-8.27	-4.61	999.96	-5.37	-5.37	1004.17		2.9	-0.76	4.21			
867	-0.3	0.5	29.4	-8.27	-4.61	999.96	-5.37	-5.37	1004.17		2.9	-0.76	4.21			
868	-0.3	0.5	29.4	-8.28	-4.61	999.96	-5.86	-1.22	1001.24		2.42	3.39	1.28			
869	-0.3	0.5	29.4	-8.28	-4.61	999.96	-5.86	-1.22	1001.24		2.42	3.39	1.28			
870	-0.3	0.5	29.4	-8.27	-4.57	999.96	-6.84	-1.46	999.53		1.43	3.11	-0.43			
871	-0.3	0.5	29.4	-8.28	-4.72	999.95	-7.08	-1.22	996.6		1.2	3.5	-3.35			
872	-0.3	0.5	29.4	-8.28	-4.72	999.95	-7.08	-1.22	996.6		1.2	3.5	-3.35			
873	-0.3	0.5	29.4	-8.28	-4.72	999.95	-9.52	-6.59	999.53		-1.24	-1.87	-0.42			
874	-0.3	0.5	29.4	-8.3	-4.71	999.95	-5.86	-2.69	1009.3		2.44	2.02	9.35			
875	-0.3	0.5	29.4	-8.3	-4.71	999.95	-5.86	-2.69	1009.3		2.44	2.02	9.35			
876	-0.3	0.5	29.4	-8.39	-4.61	999.95	-6.59	-4.64	1000.26		1.8	-0.03	0.31			
877	-0.3	0.5	29.4	-8.39	-4.61	999.95	-10.99	-10.5	1004.41		-2.6	-5.89	4.46			
878	-0.3	0.5	29.4	-8.39	-4.61	999.95	-10.99	-10.5	1004.41		-2.6	-5.89	4.46			
879	-0.3	0.5	29.4	-8.46	-4.66	999.95	-10.74	-7.32	1008.81		-2.28	-2.66	8.86			
880	-0.3	0.5	29.4	-8.46	-4.66	999.95	-10.74	-7.32	1008.81		-2.28	-2.66	8.86			
881	-0.3	0.5	29.4	-8.46	-4.66	999.95	-6.35	-5.86	1008.81		2.11	-1.2	8.86			
882	-0.3	0.5	29.4	-8.47	-4.47	999.95	-15.38	-4.64	997.09		-6.91	-0.17	-2.86			
883	-0.3	0.5	29.4	-8.56	-4.55	999.95	-15.38	-4.64	997.09		-6.82	-0.09	-2.86			
884	-0.3	0.5	29.4	-8.56	-4.61	999.95	-9.28	-10.5	999.78		-0.72	-5.89	-0.17			
885	-0.3	0.5	29.4	-8.56	-4.61	999.95	-9.28	-10.5	999.78		-0.72	-5.89	-0.17			
886	-0.3	0.5	29.4	-8.56	-4.61	999.95	-5.37	-7.81	1007.1		3.19	-3.2	7.15			
887	-0.3	0.5	29.4	-8.49	-4.7	999.95	-5.13	-7.57	1001.97		3.36	-2.87	2.02			
888	-0.3	0.5	29.3	-8.65	-4.73	999.95	-5.13	-7.57	1001.97		3.52	-2.84	2.02			
889	-0.3	0.5	29.3	-8.65	-4.73	999.95	-12.7	-4.64	999.78		-4.05	0.09	-0.17			
890	-0.3	0.5	29.3	-8.62	-4.72	999.95	-5.13	-6.1	1002.71		3.49	-1.38	2.76			
891	-0.3	0.5	29.3	-8.62	-4.72	999.95	-5.13	-6.1	1002.71		3.49	-1.38	2.76			
892	-0.3	0.5	29.3	-8.62	-4.72	999.95	-8.3	-4.15	1002.71		0.32	0.57	2.76			
893	-0.3	0.5	29.3	-8.63	-4.83	999.95	-8.54	-2.2	1006.86		0.09	2.63	6.91			
894	-0.3	0.5	29.3	-8.66	-4.85	999.95	-8.54	-2.2	1006.86		0.12	2.65	6.91			
895	-0.3	0.5	29.3	-8.59	-4.79	999.95	-5.62	-6.59	1005.63		2.97	-1.8	5.68			
896	-0.3	0.5	29.3	-8.59	-4.79	999.95	-5.62	-6.59	1005.63		2.97	-1.8	5.68			
897	-0.3	0.5	29.3	-8.59	-4.79	999.95	-8.06	-2.44	1002.22		0.53	2.35	2.27			
898	-0.3	0.5	29.3	-8.54	-4.71	999.95	-6.59	-3.42	1000.26		1.95	1.29	0.31			
899	-0.3	0.5	29.3	-8.54	-4.71	999.95	-6.59	-3.42	1000.26		1.95	1.29	0.31			
900	-0.3	0.5	29.3	-8.5	-4.63	999.95	-8.3	-0.98	1001		0.2	3.65	1.05			
901	-0.3	0.5	29.3	-8.53	-4.62	999.95	-6.1	-5.86	1002.95		2.43	-1.24	3			
902	-0.3	0.5	29.3	-8.53	-4.62	999.95	-6.1	-5.86	1002.95		2.43	-1.24	3			
903	-0.3	0.5	29.3	-8.61	-4.63	999.95	-5.13	-7.08	998.55		3.48	-2.45	-1.4			
904	-0.3	0.5	29.3	-8.61	-4.63	999.95	-5.13	-7.08	998.55		3.48	-2.45	-1.4			
905	-0.3	0.5	29.3	-8.61	-4.63	999.95	-4.39	-3.17	1006.86		4.22	1.46	6.91			
906	-0.3	0.5	29.3	-8.72	-4.51	999.95	-8.06	-7.81	1005.15		0.66	-3.3	5.2			
907	-0.3	0.5	29.3	-8.67	-4.48	999.95	-8.06	-7.81	1005.15		0.61	-3.33	5.2			
908	-0.3	0.5	29.3	-8.67	-4.48	999.95	-6.35	-7.08	1004.17		2.32	-2.6	4.22			
909	-0.3	0.5	29.3	-8.66	-4.49	999.95	-6.1	-2.2	1006.12		2.56	2.29	6.17			
910	-0.3	0.5	29.3	-8.66	-4.49	999.95	-6.1	-2.2	1006.12		2.56	2.29	6.17			
911	-0.3	0.5	29.3	-8.66	-4.49	999.95	-8.3	-6.35	1007.34		0.36	-1.86	7.39			
912	-0.3	0.5	29.3	-8.57	-4.57	999.95	-12.21	-5.62	1005.39		-3.64	-1.05	5.44			
913	-0.3	0.5	29.3	-8.6	-4.59	999.95	-12.21	-5.62	1005.39		-3.61	-1.03	5.44			
914	-0.3	0.5	29.4	-8.58	-4.54	999.95	-12.94	-6.1	1003.68		-4.36	-1.56	3.73			
915	-0.3	0.5	29.4	-8.58	-4.54	999.95	-12.94	-6.1	1003.68		-4.36	-1.56	3.73			
916	-0.3	0.5	29.4	-8.58	-4.54	999.95	-8.79	-4.15	994.89		-0.21	0.39	-5.06			
917	-0.3	0.5	29.4	-8.65	-4.67	999.95	-3.17	-4.88	1005.15		5.48	-0.21	5.2			
918	-0.3	0.5	29.4	-8.63	-4.46	999.95	-3.17	-4.88	1005.15		5.46	-0.42	5.2			
919	-0.3	0.5	29.4	-8.63	-4.46	999.95	-5.62	0.98	1006.37		3.01	5.44	6.42			
920	-0.3	0.5	29.3	-8.6	-4.48	999.95	-6.35	-8.06	1005.88		2.25	-3.58	5.93			
921	-0.3	0.5	29.3	-8.6	-4.48	999.95	-6.35	-8.06	1005.88		2.25	-3.58	5.93			
922	-0.3	0.5	29.3	-8.56	-4.49	999.95	-2.2	-9.28	1007.59		6.36	-4.79	7.64			
923	-0.3	0.5	29.3	-8.56	-4.49	999.95	-2.2	-9.28	1007.59		6.36	-4.79	7.64			
924	-0.3	0.5	29.3	-8.6	-4.5	999.95	-10.25	-4.39	1005.15		-1.65	0.11	5.2			
925	-0.3	0.5	29.3	-8.55	-4.61	999.95	-9.03	-2.93	1004.9		-0.48	1.68	4.95			
926	-0.3	0.5	29.3	-8.55	-4.61	999.95	-9.03	-2.93	1004.9		-0.48	1.68	4.95			
927	-0.3	0.5	29.3	-8.55	-4.61	999.95	-0.73	-8.3	1002.46		7.82	-3.69	2.51			
928	-0.3	0.5	29.3	-8.56	-4.64	999.95	-8.79	-3.91	1006.37		-0.23	0.73	6.42			
929	-0.3	0.5	29.3	-8.56	-4.64	999.95	-8.79	-3.91	1006.37		-0.23	0.73	6.42			
930	-0.3	0.5	29.3	-8.47	-4.64	999.95	-10.74	-1.95	1000.02		-2.27	2.69	0.07			
931	-0.3	0.5	29.3	-8.59	-4.64	999.95	-10.74	-1.95	1000.02		-2.15	2.69	0.07			
932	-0.3	0.5	29.3	-8.59	-4.64	999.95	-4.64	-6.59	1007.1		3.95	-1.95	7.15			
933	-0.3	0.5	29.3	-8.53	-4.65	999.95	-11.23	-6.1	1002.22		-2.7	-1.45	2.27			
934	-0.3	0.5	29.3	-8.53	-4.65	999.95	-11.23	-6.1	1002.22		-2.7	-1.45	2.27			
935	-0.3	0.5	29.3	-8.53	-4.65	999.95	-11.72	-5.86	1007.59		-3.19	-1.21	7.64			
936	-0.3	0.5	29.3	-8.43	-4.72	999.95	-8.54	-3.17	1006.37		-0.11	1.55	6.42			
937	-0.3	0.5	29.3	-8.38	-4.73	999.95	-8.54	-3.17	1006.37		-0.16	1.56	6.42			
938	-0.3	0.5	29.3	-8.36	-4.65	999.95	-10.99	-0.73	1001.24		-2.63	3.92	1.29			
939	-0.3	0.5	29.3	-8.36	-4.65	999.95	-10.99	-0.73	1001.24		-2.63	3.92	1.29			
940	-0.3	0.5	29.3	-8.36	-4.65	999.95	-6.59	-0.98	1006.37		1.77	3.67	6.42			
941	-0.3	0.5	29.3	-8.32	-4.54	999.96	-7.81	-7.32	1005.15		0.51	-2.78	5.19			
942	-0.3	0.5	29.3	-8.4	-4.68	999.95	-7.81	-7.32	1005.15		0.59	-2.64	5.2			
943	-0.3	0.5	29.3	-8.4	-4.68	999.95	-5.62	-3.17	1002.95		2.78	1.51	3			
944	-0.3	0.5	29.3	-8.26	-4.58	999.96	-12.21	-11.72	1003.68		-3.95	-7.14	3.72			
945	-0.3	0.5	29.3	-8.26	-4.58	999.96	-12.21	-11.72	1003.68		-3.95	-7.14	3.72			
946	-0.3	0.5	29.3	-8.24	-4.66	999.96	-3.91	0	1006.37		4.33	4.66	6.41			
947	-0.3	0.5	29.3	-8.24	-4.66	999.96	-3.91	0	1006.37		4.33	4.66	6.41			
948	-0.3	0.5	29.3	-8.25	-4.53	999.96	-5.86	-7.08	1002.71		2.39	-2.55	2.75			
949	-0.3	0.5	29.3	-8.05	-4.56	999.96	-9.77	-3.42	1003.44		-1.72	1.14	3.48			
950	-0.3	0.5	29.3	-8.05	-4.56	999.96	-9.77	-3.42	1003.44		-1.72	1.14	3.48			
951	-0.3	0.5	29.3	-8.05	-4.56	999.96	-12.45	-6.59	1003.93		-4.4	-2.03	3.97			
952	-0.3	0.5	29.3	-8	-4.47	999.96	-9.52	-8.3	1008.32		-1.52	-3.83	8.36			
953	-0.3	0.5	29.3	-8	-4.47	999.96	-9.52	-8.3	1008.32		-1.52	-3.83	8.36			
954	-0.3	0.5	29.3	-7.99	-4.55	999.96	-3.42	-5.62	1009.3		4.57	-1.07	9.34			
955	-0.3	0.5	29.3	-8.05	-4.63	999.96	-3.42	-5.62	1009.3		4.63	-0.99	9.34			
956	-0.3	0.5	29.3	-8.05	-4.63	999.96	-3.42	-4.88	1007.83		4.63	-0.25	7.87			
957	-0.3	0.5	29.3	-7.99	-4.59	999.96	-11.47	-7.32	1002.46		-3.48	-2.73	2.5			
958	-0.3	0.5	29.3	-7.99	-4.59	999.96	-11.47	-7.32	1002.46		-3.48	-2.73	2.5			
959	-0.3	0.5	29.3	-7.99	-4.59	999.96	-6.59	-1.71	1001.48		1.4	2.88	1.52			
960	-0.3	0.5	29.3	-8	-4.59	999.96	-4.15	-7.81	1006.12		3.85	-3.22	6.16			
961	-0.3	0.5	29.3	-7.91	-4.5	999.96	-4.15	-7.81	1006.12		3.76	-3.31	6.16			
962	-0.3	0.5	29.3	-7.87	-4.52	999.96	-4.64	-8.54	1001		3.23	-4.02	1.04			
963	-0.3	0.5	29.3	-7.87	-4.52	999.96	-4.64	-8.54	1001		3.23	-4.02	1.04			
964	-0.3	0.5	29.3	-7.87	-4.52	999.96	-7.57	-2.93	1007.1		0.3	1.59	7.14			
965	-0.3	0.4	29.3	-7.85	-4.57	999.96	-3.91	-2.2	1006.37		3.94	2.37	6.41			
966	-0.3	0.4	29.3	-7.82	-4.57	999.96	-3.91	-2.2	1006.37		3.91	2.37	6.41			
967	-0.3	0.4	29.3	-7.82	-4.57	999.96	-13.18	-0.73	1010.76		-5.36	3.84	10.8			
968	-0.3	0.4	29.3	-7.58	-4.76	999.96	-8.79	-10.01	1002.46		-1.21	-5.25	2.5			
969	-0.3	0.4	29.3	-7.58	-4.76	999.96	-8.79	-10.01	1002.46		-1.21	-5.25	2.5			
970	-0.3	0.4	29.4	-7.55	-4.66	999.96	-11.23	-8.3	1007.34		-3.68	-3.64	7.38			
971	-0.3	0.4	29.4	-7.55	-4.66	999.96	-11.23	-8.3	1007.34		-3.68	-3.64	7.38			
972	-0.3	0.4	29.4	-7.6	-4.67	999.96	-10.74	-4.64	1004.9		-3.14	0.03	4.94			
973	-0.3	0.4	29.4	-7.59	-4.62	999.96	-12.45	-5.13	1004.41		-4.86	-0.51	4.45			
974	-0.3	0.4	29.4	-7.59	-4.62	999.96	-12.45	-5.13	1004.41		-4.86	-0.51	4.45			
975	-0.3	0.4	29.4	-7.59	-4.62	999.96	-7.08	-2.2	1000.02		0.51	2.42	0.06			
976	-0.3	0.4	29.4	-7.54	-4.62	999.96	-8.54	-5.86	1008.32		-1	-1.24	8.36			
977	-0.3	0.4	29.4	-7.61	-4.69	999.96	-8.54	-5.86	1008.32		-0.93	-1.17	8.36			
978	-0.3	0.4	29.4	-7.7	-4.76	999.96	-9.52	-4.64	1004.66		-1.82	0.12	4.7			
979	-0.3	0.4	29.4	-7.7	-4.76	999.96	-9.52	-4.64	1004.66		-1.82	0.12	4.7			
980	-0.3	0.4	29.4	-7.7	-4.76	999.96	-13.43	-7.81	1005.15		-5.73	-3.05	5.19			
981	-0.3	0.4	29.4	-7.76	-4.64	999.96	-13.92	-3.17	1011.01		-6.16	1.47	11.05			
982	-0.3	0.4	29.4	-7.76	-4.64	999.96	-13.92	-3.17	1011.01		-6.16	1.47	11.05			
983	-0.3	0.4	29.4	-7.76	-4.64	999.96	-7.32	-2.69	1010.76		0.44	1.95	10.8			
984	-0.3	0.4	29.4	-7.75	-4.73	999.96	-3.42	-4.88	1004.17		4.33	-0.15	4.21			
985	-0.3	0.5	29.4	-7.91	-4.66	999.96	-3.42	-4.88	1004.17		4.49	-0.22	4.21			
986	-0.3	0.5	29.4	-7.9	-4.66	999.96	-10.01	-6.59	999.53		-2.11	-1.93	-0.43			
987	-0.3	0.5	29.4	-7.9	-4.66	999.96	-10.01	-6.59	999.53		-2.11	-1.93	-0.43			
988	-0.3	0.5	29.4	-7.9	-4.66	999.96	-7.32	-5.13	1004.17		0.58	-0.47	4.21			
989	-0.3	0.5	29.4	-8.02	-4.8	999.96	-10.74	-3.17	1007.59		-2.72	1.63	7.63			
990	-0.3	0.5	29.4	-8.01	-4.86	999.96	-10.74	-3.17	1007.59		-2.73	1.69	7.63			
991	-0.3	0.5	29.4	-8.01	-4.86	999.96	-14.65	-2.93	1006.61		-6.64	1.93	6.65			
992	-0.3	0.5	29.4	-8.04	-4.85	999.96	-8.3	-7.32	1005.15		-0.26	-2.47	5.19			
993	-0.3	0.5	29.4	-8.04	-4.85	999.96	-8.3	-7.32	1005.15		-0.26	-2.47	5.19			
994	-0.3	0.5	29.4	-8.02	-4.85	999.96	-7.81	-3.42	1004.41		0.21	1.43	4.45			
995	-0.3	0.5	29.4	-8.02	-4.85	999.96	-7.81	-3.42	1004.41		0.21	1.43	4.45			
996	-0.3	0.5	29.4	-8.09	-4.86	999.96	-3.17	-7.81	1005.63		4.92	-2.95	5.67			
997	-0.3	0.5	29.4	-8.09	-4.87	999.96	-10.99	-3.91	1003.93		-2.9	0.96	3.97			
998	-0.3	0.5	29.4	-8.09	-4.87	999.96	-10.99	-3.91	1003.93		-2.9	0.96	3.97			
